,Country,Poverty Headcount Ratio % Pop,Population Growth %annual,Total Population,Total Reserves,Gross Debt Position %GDP,Export Goods Services %GDP,Import Goods Services %GDP,Energy Intensity Level of Primary Energy mj per $,"Current account balance (BoP, current US$)",GDP (current US$),GDP growth (annual %),CO2 emissions (metric tons per capita),Access to electricity (% of population),"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",Population density (people per sq. km of land area),"Manufacturing, value added (% of GDP)","Industry, value added (% of GDP)","Services, value added (% of GDP)",Urban population (% of total population),Nuclear Language,Section on Nuclear,Operational Capacity (MW),Under Construction Capacity (MW),Shutdown Capacity (MW),Nuclear
80,LUX,0.3,1.96033351479549,632275.0,1188258812.91965,25.54589055,214.526761536337,175.802499988892,2.87275790450914,2999068788.52084,73263982103.0119,-1.31320454303741,15.3302080763221,100.0,3.5087719298,250.185185185185,3.76148107001713,10.7175543552356,80.0839342229954,91.453,0,0,0.0,0.0,0.0,0
81,LVA,0.3,-0.643399845442153,1901548.0,5289640347.50005,45.47964199,60.2778877373849,59.118332430854,3.91412407131966,1004108792.67273,33505185228.7067,-3.62368391569032,3.95916507798465,100.0,13.9149641082,31.0383958769528,10.6162936365591,19.1768672288993,63.9811292041823,68.315,1,0,0.0,0.0,0.0,0
82,MAR,0.9,1.19592077719908,36910558.0,35997639773.4544,76.07213478,35.4507625104632,43.1665112187082,3.15452691832883,-1633348614.14024,112870591694.044,-7.11723216887476,1.85072678357202,99.6,2.0324034129,80.7284091418328,14.8004423405788,25.2582454551754,51.2138675780545,63.532,0,0,0.0,0.0,0.0,0
83,MDA,0.0,-1.72056466408314,2617820.0,3783579237.84116,35.31094914,27.2632404126507,49.7273344016708,8.392266857123,-795728905.547226,11914040905.2626,-6.96904629575548,3.17183206349277,100.0,77.380952381,94.2895937999394,10.6833814048901,23.2777911169203,54.236193315493,42.849,0,0,0.0,0.0,0.0,0
84,MDG,78.8,2.64087322692548,27691019.0,1980766598.34546,43.57957073,23.2627338534635,30.3504836967003,5.36685845365726,-330509080.273773,13720634105.403,-4.20000207447691,0.128320761389143,26.9071846008301,1.1942258186,45.1397610862839,,13.3207251526883,57.0414798711912,38.534,0,0,0.0,0.0,0.0,0
85,MDV,0.0,1.78913012096883,540542.0,994584647.586585,142.5756973,69.0233672857999,77.9681522791169,3.84283587378215,-1513321373.60322,4030203166.77482,-31.9820637101164,3.70367497634302,100.0,5.0847457627,1719.01333333333,2.04004148038899,11.6987230953588,70.0287094990091,40.669,0,0,0.0,0.0,0.0,0
86,MEX,1.7,1.05824003448927,128932753.0,199069188921.046,60.5892624,40.09167339263,37.8904429696447,3.73852342945458,26570569528.0,1076163316174.94,-8.23947327731744,3.74147772536983,100.0,7.7569327444,64.914623318501,17.1981302754158,29.6327599057298,59.9650048798925,80.731,1,0,1552.0,0.0,0.0,1
87,MKD,3.4,-0.0037438460534841,2083380.0,4126254083.78,51.24955116,58.1363238651833,70.9224266198271,4.22656745707274,-424156466.946026,12266949805.1436,-4.53199502416193,3.53823914751961,100.0,27.12338496,82.5914750198255,12.500866083494,22.6152894904761,56.9895317617939,58.482,0,0,0.0,0.0,0.0,0
88,MLI,50.3,2.97104277387719,20250834.0,,44.14966607,26.369475252241,33.4140967113447,2.82641942372024,-835846583.572637,17393761397.0805,-1.64926140079287,0.294583927721055,48.0212478637695,0.0771307366,15.6350691285783,6.81437371421769,21.2445098162214,34.4117238184668,43.909,1,1,0.0,0.0,0.0,0
89,MLT,0.1,4.12416960622934,525285.0,939827082.381045,55.42998683,140.580485581041,130.966349432405,1.80845409467434,-575877543.662836,14647384607.604,-7.00112961514149,3.19831624125622,100.0,1.5673981191,1514.46875,7.74070705255234,13.4389111652567,76.1437624037283,94.744,0,0,0.0,0.0,0.0,0
90,MMR,1.4,0.671933327635634,54409794.0,7670070785.09329,39.30090811,28.9737173986047,27.4672270869175,3.12418890377145,67720479.4120727,76185586096.7974,-9.99204468600205,0.605492802809427,68.3566513061523,1.492599891,82.2750317866389,24.7603165558292,35.774293338051,41.4036755784691,31.141,0,0,0.0,0.0,0.0,0
91,MNG,0.5,1.63381332696237,3278292.0,4545276809.36505,76.57378727,58.960472202544,54.5658049268875,6.09524907108966,-674611942.840919,13137128659.479,-5.33555201697223,6.72509805331754,99.1252670288086,35.9429065744,2.03577063486712,10.6790488660929,38.2715364358715,40.0427840469249,68.657,0,0,0.0,0.0,0.0,0
92,MOZ,63.7,2.88683035436546,31255435.0,4091458220.57951,122.2245208,41.0113222521723,75.5358289531408,17.3105745223817,-3812791442.17585,14021421105.9078,-1.28188697176552,0.225115201178573,29.6161613464355,1.6972165648,37.5085950812584,9.05697123856886,22.8565845883534,39.8978517529276,37.074,0,0,0.0,0.0,0.0,0
93,MUS,0.2,0.0022911760884401,1265740.0,7291065336.38291,92.17158523,29.998486383271,48.7216924563671,2.55086341534477,-756265499.760089,10914065306.2423,-14.867831289276,3.26404031287368,100.0,1.9480519481,623.30197044335,10.7178036256942,16.6709746527414,68.1865707266525,40.76,0,0,0.0,0.0,0.0,0
94,MWI,69.2,2.65493985228086,19129955.0,574988493.623211,67.26424214,,,4.08477835402939,-1837411039.01636,11961848552.5977,0.799999999999955,0.0865337262442186,11.2,3.515625,192.439700890963,11.7107945331788,17.1592409722679,55.6057471332478,17.427,1,1,0.0,0.0,0.0,0
95,MYS,0.0,1.29428505685727,32365998.0,107643865229.363,67.50247151,61.4721626931771,55.0314009928856,4.68220513581964,14847914889.0297,336664444247.042,-5.58774467806195,7.6002204133699,100.0,29.9016034985,95.9611413787856,22.3075134146083,35.9072889646232,54.784819971722,77.16,0,0,0.0,0.0,0.0,0
96,NAM,13.8,1.84267165011262,2540916.0,2171154726.06938,66.80076051,32.9861597614943,41.5207033725598,3.26071850470963,179535217.886584,10699926682.6513,-7.98354382508364,1.73589837846669,55.1951179504395,4.8611111111,2.97380024049849,10.9892795747691,26.5316680245832,57.9483815859724,52.033,1,0,0.0,0.0,0.0,0
97,NER,45.4,3.77135127458367,24206636.0,,44.22068659,11.015651505512,26.7782653741173,6.94981928727214,-1572440249.92645,13678234008.4714,1.50000554259205,0.102037038018956,18.7747249603271,2.0560854418,17.7175582221521,7.0708026171759,20.2335095288219,36.0896927522845,16.626,0,0,0.0,0.0,0.0,0
98,NGA,39.1,2.54297340536727,206139587.0,36729565817.615,35.05382708,8.82952954354933,16.5702594143938,5.67956070545213,-16975923423.8576,432293776262.398,-1.79425308233591,0.667110198543523,55.4,15.751503006,215.064928576918,12.6672651648325,28.2205055170115,46.3861274680481,51.958,1,1,0.0,0.0,0.0,0
99,NIC,3.4,1.2004799883363,6624554.0,3211903361.95717,46.00456161,42.3229545412598,47.1519074952474,5.42963317938131,957800000.0,12621476263.8278,-1.97732939329578,0.805815232908442,88.2126693725586,4.7649876991,53.7269569552933,12.8864362045736,25.0609069600044,49.3473265535889,59.012,0,0,0.0,0.0,0.0,0
100,NLD,0.1,0.55347099272609,17441139.0,53971404675.3332,53.97132239,78.8837498153189,68.2606420141384,3.93663033533435,71062442223.4414,912242335119.069,-3.74132823489657,8.7728237338512,100.0,91.6866233322,511.779744579745,10.9554085897375,17.9374813753797,69.5890939231777,92.236,0,0,482.0,0.0,55.0,1
101,NOR,0.3,0.588757324043059,5379475.0,75258813465.0281,41.4,32.3555366752958,32.9448961103275,3.75346006759983,7033229262.00989,362008956544.827,-0.762477535422946,7.0313611886935,100.0,39.796373365,14.5488956208419,6.68866777601232,25.9246861482784,60.5156462329579,82.974,0,0,0.0,0.0,0.0,0
102,NPL,15.0,1.8290862928371,29136808.0,11467799301.6084,41.30863657,6.76009609107499,33.8870284907309,7.42382880373283,-49992291.2728354,33657175561.329,-2.08837869543885,0.428179218238,89.9,0.310621137,195.993805371468,4.44124174723656,11.7974421272615,53.3108665700451,20.576,1,0,0.0,0.0,0.0,0
103,NZL,,2.08680413331013,5084300.0,13733288688.8516,41.33730963,26.9868974011425,27.1048022231712,5.42357488787572,-1886174274.10078,212482013605.047,0.981029012861896,6.5726645716851,100.0,22.7648529129,18.6115225399719,9.99377284242031,20.4198603942997,65.5048073004457,86.699,0,0,0.0,0.0,0.0,0
104,OMN,,2.61143663007279,5106622.0,15007356725.394,81.08525262,52.2964827259804,37.7064408648614,6.30342698953805,-4140327405.4064,76331518668.5771,-0.825239185464682,15.1921243629744,100.0,7.2115384615,15.6041227786753,10.4661883130635,53.7240606761742,48.1370300903671,86.276,0,0,0.0,0.0,0.0,0
105,PAK,4.4,1.97831956650447,220892331.0,18521734363.9531,87.20556831,9.57783056947038,16.6326808196089,4.42216271628902,245011000.0,263686552686.208,0.525527438790377,0.981820104961691,73.9143600463867,0.7631507223,275.306517227065,11.5486366361783,17.6899347594919,52.7903500021797,37.165,1,0,2332.0,1014.0,0.0,1
106,PAN,1.2,1.59625723019903,4314768.0,9613847648.57363,63.45519179,40.7382175513828,43.4255306724721,2.17353444437206,1233074474.07,52938100000.0,-17.9493316725846,2.42765632047745,95.8345565795898,0.5118045237,56.3094759831215,5.7094984519656,23.6000158675887,71.0053817571843,68.414,0,0,0.0,0.0,0.0,0
107,PER,2.2,1.40921005836136,32971846.0,67711463443.5982,35.36369249,22.3344947735192,21.1022350641625,2.79098842070488,-3531134866.0459,202014363787.233,-11.1488118768393,1.69681922982601,98.3466033935547,1.2829429444,24.99161328125,12.9998845865312,30.5822084891852,54.372727797334,78.297,0,0,0.0,0.0,0.0,0
108,PHL,2.7,1.34542996462104,109581085.0,109990274218.874,47.07122189,25.1881089073629,32.986761161468,3.12231563959038,12978699962.1859,361489354350.0,-9.57302987461006,1.3336909595387,95.6286239624023,17.0891330365,357.686534527283,17.67205734726,28.3981277102128,61.4170642077377,47.408,0,0,0.0,0.0,0.0,0
109,PNG,38.0,1.9287015742933,8947027.0,2338947947.22446,49.1778321,72.1640496028947,58.9188614133539,9.28318183813894,5450798954.34838,23591523025.2864,-3.878818537374,0.866804456815709,63.4645118713379,42.7441979087,19.0043810449145,1.72426469114493,36.9240450738372,41.6473438003943,13.345,1,1,0.0,0.0,0.0,0
110,POL,0.2,-0.0386557422532846,37950802.0,154219192491.435,57.6877556,55.6335125668457,48.8710619229559,4.13568520275175,21067000000.0,594164690894.936,-2.70170919482509,8.23547225459022,100.0,69.784743577,124.031583760656,16.6390556960631,28.1645202234355,57.460675873909,60.043,1,1,0.0,0.0,0.0,0
111,PRT,0.3,0.187462779794563,10305564.0,29459811842.7908,131.6284345,36.7006031726473,38.6690008294045,3.3443540130864,-2606851517.37476,231255587276.741,-7.56361642251464,4.84061276050869,100.0,13.3922580761,112.261935951514,11.8518107255535,19.2160104949308,66.0981705023822,66.31,0,0,0.0,0.0,0.0,0
112,PRY,0.9,1.2399108173403,7132530.0,9202411639.30502,34.77604792,34.7163702431011,30.5511395640943,3.95260802090576,737610226.23509,35304238230.1132,-0.999999999994245,1.21045377784493,100.0,6.3820969747,17.5083538887491,18.3060998477523,33.2858091687126,48.8344845243514,62.183,0,0,0.0,0.0,0.0,0
113,ROU,2.4,-0.442473206930647,19286123.0,52190562712.0396,50.10453623,37.25760476446,41.7215575442841,3.52,-13137723792.9613,248715551366.635,-3.85937359255286,3.84513275926788,100.0,62.5129189429,84.6399947844228,15.4409914539243,26.3671561182202,59.0458918400594,54.194,1,0,1300.0,0.0,0.0,1
114,RUS,0.0,-0.209476796881133,144104080.0,596769862769.564,19.34507807,25.5231826070911,20.559897484321,8.4132177513638,33948910000.0,1483497784867.6,-2.95127389914892,11.1266183699469,100.0,43.533612793,8.82206789209416,13.2557790540318,29.9864875406902,56.2674931879226,74.754,1,0,28578.0,3459.0,3032.0,1
115,RWA,56.5,2.54338844179175,12952209.0,1806068098.77361,60.96242007,19.0302880690357,35.3133815132779,4.88485541750085,-1253742220.60655,10333991891.7032,-3.35547212198846,0.0877908243794144,37.7824363708496,11.1473626971,498.661086339684,9.00296407517089,19.3291477788828,46.4159150798466,17.432,0,0,0.0,0.0,0.0,0
116,SAU,,1.57883732958732,34813867.0,472850970844.846,32.43486807,26.342634301564,24.2597454479028,5.7986521826045,-19646832584.625,700117873249.269,-4.10658341159909,15.2687805332958,100.0,4.2826552463,15.6779614735148,12.9655544985636,41.364628299214,56.2353479927136,84.287,1,1,0.0,0.0,0.0,0
117,SEN,38.5,2.70939118149213,16743930.0,,65.81125015,22.4208921541514,36.8954743223083,4.97676680174836,-2215256000.63837,24910904235.857,0.870408531926302,0.621912356528099,70.4,2.61143629,82.3472913312211,14.762752257043,23.0891863975023,49.0204957465261,48.122,0,0,0.0,0.0,0.0,0
118,SLB,24.7,2.5146180244063,686878.0,660995997.34991,13.93869066,27.6665881798917,36.0646731025822,5.01783285753333,-25059550.8493401,1551245525.6045,-4.31726002703921,0.566740598232995,70.2584915161133,,23.3246159342622,,,,24.67,0,0,0.0,0.0,0.0,0
119,SLE,43.0,2.07450135530529,7976985.0,707703898.12545,71.94748669,12.8281444287588,37.3299470508918,6.99664375139719,-915430405.119839,3865018882.89755,-2.16249723146613,0.133330736434022,22.7,26.1545711593,105.987101690219,1.83030024558312,6.18593661548216,29.857723301484,42.923,0,0,0.0,0.0,0.0,0
120,SLV,1.3,0.50466302323087,6486201.0,3082859548.1397,88.20356922,25.5304658683568,43.8965579380747,3.64926895258607,120949966.267734,24638720000.0,-7.94398461326071,1.0606254107782,100.0,10.0566572238,309.881274131274,14.8933467322978,23.8089072808977,61.5105411320069,73.444,0,0,0.0,0.0,0.0,0
121,SRB,5.4,-0.534322699558648,6908224.0,16586724160.6969,58.36852326,47.9886418741307,56.8909799946269,6.55752523971291,-2235555743.73909,52960134078.6888,-0.979714616234148,6.52192219406972,99.8,75.4467855615,79.8376857992225,13.6647986685334,24.805032163932,51.5154801952477,56.446,0,0,0.0,0.0,0.0,0
122,SSD,76.4,1.18275937083062,11193729.0,378281747.007865,44.88052788,36.6513492804707,28.8999999040295,1.08609817039803,256860000.0,11997800760.2242,-10.7933646271143,0.125729733551362,6.72053527832031,34.1945288754,17.3689437145053,3.53427701123526,33.0945353993221,56.5504512594544,20.199,0,0,0.0,0.0,0.0,0
123,SVK,0.2,0.0857694756149868,5458827.0,9343714002.21729,60.66095095,85.7075023067471,84.8985467083764,4.47855276589316,-294411503.56509,104574146248.364,-4.7543253411001,6.05863547411852,100.0,41.5603091857,113.285586522463,16.5661129039188,26.4224692796162,61.0120793180657,53.76,1,1,1837.0,880.0,909.0,1
124,SVN,0.0,0.560630293306558,2100126.0,1311110695.57558,81.45201006,78.7079359217307,68.8292117407636,4.58220312656261,3748467380.58299,52880473699.8803,-5.53220784505318,6.77469533158397,100.0,81.382864505,102.992292564709,20.4562164276353,29.0965588345712,57.1077559712962,55.118,0,0,688.0,0.0,0.0,1
125,SWE,0.7,0.722703912882934,10353442.0,58260344659.2008,38.48935258,44.2313350983015,39.8502853549179,4.26906119402757,28188460665.2789,537609865719.019,-2.81781957242536,3.53800912688421,100.0,56.6315789474,24.9814981218237,12.4897582637205,21.591549156396,65.6751528257902,87.977,0,0,6882.0,0.0,4054.0,1
126,SWZ,29.2,1.04242295901109,1160164.0,545564174.123745,47.82647732,45.8951959242599,43.1970647637639,4.61164581757375,254892908.60415,3962493092.99308,-1.63702750696856,0.959275667664665,77.1696395874023,1.9382022472,66.0624418604651,26.9476597861777,31.3713498992678,53.7664555659402,24.171,0,0,0.0,0.0,0.0,0
127,SYC,0.5,0.853707878128979,98462.0,559681941.832234,98.37453702,77.1911570844845,111.384975933006,2.64140299488298,-330491250.558254,1124937500.0,-10.7204870650812,6.40747400839172,100.0,27.7372262774,210.352173913043,7.00291430331988,13.1451747319296,68.0684280439822,57.546,0,0,0.0,0.0,0.0,0
128,THA,0.1,0.250165166562935,69799978.0,258104429788.605,49.63724767,51.4299636993417,46.4996130362432,5.41195825241376,16298295985.3293,501794961925.244,-6.08722028505679,3.71403920358071,99.9,4.8459149129,135.897069819335,25.2287123605069,33.1030825215097,58.2520650007409,51.43,0,0,0.0,0.0,0.0,0
129,TUR,0.4,1.08419395235039,84339067.0,93511562720.3207,36.76463992,28.5692307413065,32.3251497818377,2.94674667903349,-37264000000.0,720101212394.114,1.7566507625293,5.0154183703224,100.0,4.9148633064,106.986590959292,18.8301235953178,27.7952888005398,54.644038510475,76.105,0,0,0.0,3342.0,0.0,1
130,UGA,41.3,3.26971334741299,45741000.0,3358514649.90299,45.74361681,15.0478229492243,19.7227157652467,9.64011748367126,-2332588662.39041,37372032557.5944,2.85758127391374,0.143462178127508,41.3,7.8492935636,213.091123079992,15.8930124936967,26.1755870693027,43.0125681388089,24.954,0,0,0.0,0.0,0.0,0
131,UKR,0.0,-0.568251538691365,44134693.0,29137541200.0461,60.74658443,39.0405145129994,40.092634847698,11.7931999054767,6224000000.0,155582008717.426,-4.02031771396206,4.15418063140229,100.0,38.9651416122,77.015046599931,10.1348751174864,20.8599361675038,55.6403969192929,69.608,0,0,13107.0,2070.0,3515.0,1
132,URY,0.1,0.345932798178836,3473727.0,16250371651.3164,66.2641743,25.3732710523544,20.9950368848669,3.09300365621152,-296779025.510798,53628827440.3582,-5.85872124345026,1.8902440792163,99.9,2.1857923497,19.7079762312879,10.2968007317849,17.9510588208738,63.0110589244641,95.515,0,0,0.0,0.0,0.0,0
133,USA,1.0,0.350911063312921,329484123.0,628369715338.322,127.1134655,11.7329568254467,14.5811983226091,5.40839253955352,-647218000000.0,20936600000000.0,-3.4861395571143,15.2408745833286,100.0,47.1989016183,35.7300964643583,10.926248915441,18.1563709661696,77.3148575320047,82.664,1,1,95523.0,2234.0,19171.0,1
134,UZB,61.6,1.92212652692564,34232050.0,34903111839.0572,37.90840209,26.3114607068744,36.7344632310388,9.99337538735857,-3138449538.26935,57707189945.4214,1.64779710168759,3.4011912817354,100.0,3.6162988115,74.8058698686884,20.1376565358442,32.7844692600821,33.4992176686958,50.416,0,0,0.0,0.0,0.0,0
135,VEN,6.7,-0.280539304004186,28435943.0,9794062064.62108,304.1254481,16.6938273502942,31.3969861752704,4.72396108905232,-3870000000.0,482359318767.703,-3.89438647450662,4.782754886893,100.0,3.5060968873,32.7499767586871,12.0733564315826,37.2446888923877,51.6674781595521,88.279,0,0,0.0,0.0,0.0,0
136,VNM,1.8,0.904517905712374,97338583.0,94833616150.4504,46.61507178,106.123249980733,103.200498319997,5.94487602352848,13101247000.0,271158442059.082,2.9058355842084,2.69880592228919,99.4,3.7474094843,308.143190247364,16.6961352392166,33.724107739453,41.6252763920107,37.34,0,0,0.0,0.0,0.0,0
137,VUT,13.2,2.39471636629146,307150.0,613636752.088083,44.20785593,23.2717326150277,46.8486583076574,3.86556805462456,113319249.723493,854793640.145606,-9.23532846095011,0.615016656701119,64.6662368774414,,24.0094339622642,3.62679990459093,11.4955371153822,,25.525,0,0,0.0,0.0,0.0,0
138,WSM,1.1,0.665989824539763,198410.0,277056415.241412,46.69414714,31.7337315332032,51.0773502879687,5.21262193410861,20469711.5181175,807027244.42138,-2.74256739608303,1.63158753467124,99.2,,69.3031802120141,5.44613740017502,14.8875612191651,74.8410261794735,17.889,0,0,0.0,0.0,0.0,0
139,XKX,0.4,-0.757524967757475,1775378.0,1095367616.61861,24.41449948,21.9959307114799,54.6603061587583,6.30273266951225,-551348063.429825,7611402165.24217,-6.88801319511511,,100.0,,164.508404519151,11.6656406840378,25.8122264731213,44.2131698231596,,0,0,0.0,0.0,0.0,0
140,YEM,18.3,2.25156062737417,29825968.0,5344296754.57831,83.15595906,,,2.05035649130322,-2418960821.49167,23486269598.9858,0.75244741049714,0.326681762802864,72.7517013549805,1.8232819074,53.9778453321211,8.557794861892,35.6106816129554,16.7747572226305,37.908,0,0,0.0,0.0,0.0,0
141,ZAF,18.7,1.27335626330668,59308690.0,55008491995.5568,77.06373675,30.4669596274857,25.5305082562632,8.69932535042479,6711132847.09603,301923639269.552,-6.95960445218964,7.4966448945296,85.0,21.1558307534,47.640752128861,11.5273810040377,25.2046392372223,61.448855246945,67.354,1,0,1860.0,0.0,0.0,1
142,ZMB,58.7,2.88568592086236,18383956.0,1203448374.22209,117.7613509,34.6361612120526,34.1548815273141,7.34362541470335,2038924396.73843,19320053859.279,-3.01618890347348,0.446065443448411,43.0,8.2697201018,23.341333620307,7.24699429190568,42.7359350355098,48.3204433295994,44.629,0,0,0.0,0.0,0.0,0
143,ZWE,39.5,1.47387141587655,14862927.0,33405021.0134395,88.87320904,11.6089909952772,18.9432815505145,15.8038970473848,-307810928.053039,16768513442.6415,-7.99999999999999,0.849792905399696,41.0891075134277,2.437782636,37.3240584205764,6.47129720801491,12.612401942038,37.4404650447601,32.242,0,0,0.0,0.0,0.0,0
